site_name,state,lat,lon,elevation_m,pct_of_median_longterm_swe,daily_swe_change_inches,HUC02,file_name,water_year,date,year,month,day
Paradise,WA,46.78,-121.75,1563.6,118,1.5,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Park Creek Ridge,WA,48.44,-120.92,1402.1,100,0.4,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Quartz Peak,WA,47.88,-117.09,1432.6,119,1.3,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Rainy Pass,WA,48.52,-120.74,1490.5,107,0.3,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Rex River,WA,47.3,-121.6,1161.3,124,0.9,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Salmon Meadows,WA,48.66,-119.84,1359.4,89,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Spencer Meadow,WA,46.18,-121.93,1036.3,110,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Stampede Pass,WA,47.27,-121.34,1173.5,112,1.4,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Stevens Pass,WA,47.75,-121.09,1204,117,0.7,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Surprise Lakes,WA,46.09,-121.76,1307.6,106,0.7,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Thunder Basin,WA,48.53,-120.99,1316.7,100,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Tinkham Creek,WA,47.33,-121.47,911.4,108,0.3,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Touchet,WA,46.12,-117.85,1685.5,94,1.1,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Trough,WA,47.23,-120.29,1670.3,85,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Upper Wheeler,WA,47.29,-120.37,1319.8,85,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
White Pass E.S.,WA,46.64,-121.38,1353.3,111,0.5,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Bald Mtn.,WY,44.8,-107.84,2859,83,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Base Camp,WY,43.94,-110.45,2151.9,109,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Battle Mountain,WY,41.05,-107.27,2267.7,69,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Bear Trap Meadow,WY,43.89,-107.06,2499.4,70,-0.2,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Beartooth Lake,WY,44.94,-109.57,2852.9,111,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Big Sandy Opening,WY,42.65,-109.26,2767.6,59,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Blackwater,WY,44.38,-109.79,2980.9,92,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Blind Bull Sum,WY,42.96,-110.61,2636.5,83,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Brooklyn Lake,WY,41.36,-106.23,3121.2,87,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Burgess Junction,WY,44.79,-107.53,2401.8,92,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Burroughs Creek,WY,43.7,-109.67,2667,62,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Canyon,WY,44.72,-110.51,2398.8,80,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Casper Mtn.,WY,42.73,-106.32,2407.9,49,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Cloud Peak Reservoir,WY,44.4,-107.06,3005.3,88,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Cold Springs,WY,43.28,-109.45,2935.2,56,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Cottonwood Creek,WY,42.65,-110.81,2337.8,93,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Divide Peak,WY,41.3,-107.15,2706.6,67,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Dome Lake,WY,44.57,-107.3,2706.6,74,-0.3,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
East Rim Divide,WY,43.13,-110.2,2417.1,73,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Elkhart Park G.S.,WY,43.01,-109.76,2865.1,64,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Evening Star,WY,44.65,-109.78,2804.2,118,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Granite Creek,WY,43.34,-110.43,2063.5,83,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Grassy Lake,WY,44.13,-110.83,2214.4,94,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Grave Springs,WY,43.47,-107.24,2606,51,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Gros Ventre Summit,WY,43.39,-110.13,2667,57,-0.3,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Hams Fork,WY,42.15,-110.68,2389.6,98,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Hansen Sawmill,WY,44.26,-106.98,2548.1,92,-0.2,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Indian Creek,WY,42.3,-110.68,2872.7,76,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Kelley R.S.,WY,42.27,-110.8,2493.3,88,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Kendall R.S.,WY,43.25,-110.02,2359.2,78,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Kirwin,WY,43.86,-109.32,2910.8,90,-0.2,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Laprele Creek,WY,42.44,-105.86,2552.7,49,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Lewis Lake Divide,WY,44.21,-110.67,2392.7,84,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Little Warm,WY,43.5,-109.75,2856,94,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Loomis Park,WY,43.17,-110.14,2511.6,68,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Marquette,WY,44.3,-109.24,2670,46,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Middle Powder,WY,43.63,-107.18,2365.2,52,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
New Fork Lake,WY,43.11,-109.95,2542,73,-0.2,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
North French Creek,WY,41.33,-106.38,3087.6,83,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Old Battle,WY,41.15,-106.97,3048,87,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Owl Creek,WY,43.66,-109.01,2735.6,58,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Parker Peak,WY,44.73,-109.91,2865.1,101,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Phillips Bench,WY,43.52,-110.91,2499.4,88,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Powder River Pass,WY,44.16,-107.13,2889.5,89,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Reno Hill,WY,42.57,-106.09,2560.3,56,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Salt River Summit,WY,42.51,-110.91,2328.7,84,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Sand Lake,WY,41.46,-106.28,3063.2,93,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Sandstone RS,WY,41.11,-107.17,2484.1,110,0.4,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Shell Creek,WY,44.5,-107.43,2920,86,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Snake River Station,WY,44.13,-110.67,2109.2,93,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Snider Basin,WY,42.49,-110.53,2456.7,78,-0.4,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
South Brush Creek,WY,41.33,-106.5,2572.5,87,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
South Pass,WY,42.57,-108.84,2755.4,74,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Spring Creek Divide,WY,42.53,-110.66,2743.2,79,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
